customer_key,location_key,time_key,conversion_rate,avg_purchase_value
1,3,20220420,0.008620689655172414,2690.97
1,23,20210906,0.008620689655172414,370.21
1,34,20230926,0.008620689655172414,481.25
1,61,20210517,0.008620689655172414,715.69
1,188,20230824,0.008620689655172414,77.55
1,244,20200429,0.008620689655172414,116.44
1,302,20240202,0.008620689655172414,254.9
1,384,20200902,0.008620689655172414,237.21
1,421,20240413,0.008620689655172414,525.62
1,436,20240624,0.008620689655172414,176.7
1,629,20240320,0.008620689655172414,11.76
2,55,20210723,0.008695652173913044,3643.45
2,108,20200311,0.008695652173913044,9696.49
2,108,20240604,0.008695652173913044,143.71
2,123,20220222,0.008695652173913044,557.66
2,140,20200717,0.008695652173913044,469.57
2,156,20200415,0.008695652173913044,506.62
2,275,20200722,0.008695652173913044,21.9
2,280,20210414,0.008695652173913044,1633.43
2,291,20200326,0.008695652173913044,13231.85
2,300,20230127,0.008695652173913044,302.67
2,352,20230225,0.008695652173913044,680.49
2,367,20210409,0.008695652173913044,261.48
2,375,20200514,0.008695652173913044,138.52
2,435,20210428,0.008695652173913044,916.74
2,441,20200813,0.008695652173913044,69.68
2,561,20200706,0.008695652173913044,1454.74
3,157,20201012,0.008264462809917356,871.66
3,278,20220728,0.008264462809917356,1289.13
3,296,20200912,0.008264462809917356,2309.8
3,349,20210323,0.008264462809917356,1817.4
3,470,20201221,0.008264462809917356,107.84
3,492,20200429,0.008264462809917356,880.28
3,493,20230424,0.008264462809917356,154.61
3,531,20200912,0.008264462809917356,1606.28
3,620,20231229,0.008264462809917356,143.7
3,630,20221218,0.008264462809917356,965.91
4,4,20201015,0.007692307692307693,671.41
4,8,20240818,0.007692307692307693,125.91
4,107,20241124,0.007692307692307693,1051.45
4,225,20210716,0.007692307692307693,394.69
4,230,20221224,0.007692307692307693,19.74
4,259,20221217,0.007692307692307693,1178.46
4,303,20221210,0.007692307692307693,1814.26
4,405,20200109,0.007692307692307693,188.96
4,460,20210512,0.007692307692307693,217.85
4,522,20241225,0.007692307692307693,2033.2
5,16,20230211,0.008403361344537815,35.0
5,59,20240619,0.008403361344537815,661.68
5,112,20240227,0.008403361344537815,185.01
5,117,20241214,0.008403361344537815,616.4
5,139,20230520,0.008403361344537815,205.84
5,151,20220414,0.008403361344537815,545.02
5,170,20240112,0.008403361344537815,263.96
5,244,20240426,0.008403361344537815,306.28
5,284,20240630,0.008403361344537815,198.46
5,321,20220914,0.008403361344537815,90.7
5,477,20240224,0.008403361344537815,1301.11
5,557,20241013,0.008403361344537815,341.01
6,12,20240921,0.009433962264150943,160.96
6,23,20231223,0.009433962264150943,948.44
6,28,20220613,0.009433962264150943,111.38
6,41,20220115,0.009433962264150943,1750.75
6,61,20230629,0.009433962264150943,346.35
6,79,20240824,0.009433962264150943,1381.18
6,190,20210619,0.009433962264150943,142.22
6,222,20240220,0.009433962264150943,347.09
6,281,20200818,0.009433962264150943,1588.39
6,413,20200626,0.009433962264150943,278.94
6,492,20230624,0.009433962264150943,922.15
6,563,20241028,0.009433962264150943,2759.5
6,578,20221021,0.009433962264150943,128.84
6,581,20210421,0.009433962264150943,160.77
6,590,20220423,0.009433962264150943,781.52
7,37,20200920,0.007692307692307693,915.9
7,65,20240924,0.007692307692307693,627.17
7,84,20201227,0.007692307692307693,1065.83
7,175,20230130,0.007692307692307693,1171.16
7,206,20230730,0.007692307692307693,321.95
7,207,20231017,0.007692307692307693,166.23
7,250,20231021,0.007692307692307693,5.98
7,318,20220129,0.007692307692307693,14.94
7,390,20240219,0.007692307692307693,71.38
7,512,20230623,0.007692307692307693,11.56
7,554,20240930,0.007692307692307693,209.89
7,556,20240317,0.007692307692307693,91.68
7,560,20231130,0.007692307692307693,148.36
8,143,20210717,0.008771929824561403,944.96
8,214,20230226,0.008771929824561403,418.6
8,219,20200515,0.008771929824561403,60.74
8,246,20240627,0.008771929824561403,312.64
8,336,20230525,0.008771929824561403,577.26
8,496,20220720,0.008771929824561403,402.57
9,57,20220119,0.007575757575757576,356.86
9,70,20210623,0.007575757575757576,569.17
9,104,20230721,0.007575757575757576,667.17
9,130,20201118,0.007575757575757576,2314.13
9,142,20210122,0.007575757575757576,1193.69
9,150,20231126,0.007575757575757576,311.98
9,172,20200521,0.007575757575757576,7353.77
9,196,20200930,0.007575757575757576,181.53
9,217,20241126,0.007575757575757576,3123.09
9,229,20211127,0.007575757575757576,43.82
9,321,20221119,0.007575757575757576,1386.49
9,496,20240518,0.007575757575757576,2366.28
9,549,20220917,0.007575757575757576,3502.21
10,46,20240719,0.007194244604316547,510.13
10,107,20210928,0.007194244604316547,102.4
10,133,20201227,0.007194244604316547,650.43
10,254,20241024,0.007194244604316547,1883.49
10,274,20210825,0.007194244604316547,246.62
10,320,20210223,0.007194244604316547,131.74
10,344,20221125,0.007194244604316547,85.89
10,408,20230730,0.007194244604316547,878.56
10,409,20211121,0.007194244604316547,2087.0
10,485,20230926,0.007194244604316547,1257.08
10,582,20211019,0.007194244604316547,1971.29
10,599,20240321,0.007194244604316547,268.6
11,47,20210529,0.007751937984496124,1567.29
11,63,20220324,0.007751937984496124,1922.61
11,296,20210728,0.007751937984496124,1203.92
11,362,20200419,0.007751937984496124,420.51
11,427,20201130,0.007751937984496124,820.07
11,464,20240224,0.007751937984496124,1163.92
11,574,20230323,0.007751937984496124,2426.26
11,625,20200427,0.007751937984496124,3340.11
12,12,20200930,0.008695652173913044,88.5
12,39,20240121,0.008695652173913044,95.2
12,46,20200120,0.008695652173913044,714.36
12,68,20220728,0.008695652173913044,29.96
12,111,20240224,0.008695652173913044,4066.01
12,297,20200822,0.008695652173913044,406.82
12,430,20230329,0.008695652173913044,833.76
12,564,20220124,0.008695652173913044,40.32
12,568,20241030,0.008695652173913044,3144.85
12,612,20220519,0.008695652173913044,103.2
13,25,20220125,0.008264462809917356,649.74
13,169,20240424,0.008264462809917356,1673.15
13,284,20230128,0.008264462809917356,723.37
13,335,20200823,0.008264462809917356,208.34
13,337,20230725,0.008264462809917356,164.49
13,405,20210724,0.008264462809917356,362.28
13,412,20241129,0.008264462809917356,2459.19
13,422,20221226,0.008264462809917356,787.38
13,458,20220128,0.008264462809917356,1310.71
13,480,20220128,0.008264462809917356,51.75
13,533,20210226,0.008264462809917356,1813.43
14,13,20200426,0.007936507936507936,354.88
14,62,20240424,0.007936507936507936,189.66
14,95,20240527,0.007936507936507936,585.41
14,118,20201024,0.007936507936507936,213.18
14,123,20230125,0.007936507936507936,215.82
14,157,20240328,0.007936507936507936,4768.07
14,177,20210722,0.007936507936507936,78.54
14,225,20240523,0.007936507936507936,252.22
14,256,20200321,0.007936507936507936,132.26
14,328,20211028,0.007936507936507936,104.55
14,371,20240127,0.007936507936507936,1322.62
14,422,20231021,0.007936507936507936,36.26
14,468,20240829,0.007936507936507936,52.46
14,522,20200121,0.007936507936507936,56.22
14,571,20241127,0.007936507936507936,168.44
14,625,20210225,0.007936507936507936,35.37
15,56,20211229,0.009259259259259259,526.7
15,92,20221023,0.009259259259259259,1004.9
15,124,20200723,0.009259259259259259,88.14
15,146,20240429,0.009259259259259259,1071.23
15,186,20240228,0.009259259259259259,63.77
15,277,20210526,0.009259259259259259,1102.68
15,337,20210225,0.009259259259259259,38.8
15,426,20220727,0.009259259259259259,26.52
15,443,20221228,0.009259259259259259,10.48
15,502,20220722,0.009259259259259259,249.16
15,539,20220828,0.009259259259259259,484.88
15,609,20201230,0.009259259259259259,3764.98
15,609,20220824,0.009259259259259259,112.53
16,52,20230327,0.006993006993006993,412.15
16,65,20240628,0.006993006993006993,24.55
16,145,20221128,0.006993006993006993,1661.08
16,346,20240325,0.006993006993006993,20.16
16,387,20210227,0.006993006993006993,1690.31
16,433,20220129,0.006993006993006993,2209.14
16,456,20211230,0.006993006993006993,439.85
16,512,20210128,0.006993006993006993,1700.07
16,517,20240830,0.006993006993006993,622.95
16,561,20211030,0.006993006993006993,2006.01
16,595,20220928,0.006993006993006993,1977.78
16,624,20210330,0.006993006993006993,801.6
17,79,20220721,0.008130081300813009,2655.49
17,84,20220829,0.008130081300813009,753.44
17,116,20201225,0.008130081300813009,619.18
17,231,20240927,0.008130081300813009,1175.86
17,248,20200928,0.008130081300813009,97.23
17,347,20211204,0.008130081300813009,2162.51
17,357,20200711,0.008130081300813009,1149.91
17,367,20200715,0.008130081300813009,1176.04
17,377,20210908,0.008130081300813009,279.95
17,393,20241023,0.008130081300813009,2285.32
17,445,20220910,0.008130081300813009,943.68
17,570,20210223,0.008130081300813009,2258.27
17,588,20230623,0.008130081300813009,1061.88
18,15,20221121,0.007692307692307693,2007.83
18,20,20220604,0.007692307692307693,787.07
18,95,20210211,0.007692307692307693,104.33
18,172,20240711,0.007692307692307693,890.82
18,211,20240311,0.007692307692307693,2575.46
18,263,20241013,0.007692307692307693,255.42
18,270,20210615,0.007692307692307693,356.33
18,385,20210820,0.007692307692307693,1492.46
18,466,20220223,0.007692307692307693,363.92
18,555,20200314,0.007692307692307693,1523.95
18,569,20211206,0.007692307692307693,63.15
19,110,20240608,0.007633587786259542,24.45
19,232,20210626,0.007633587786259542,158.25
19,256,20240709,0.007633587786259542,540.27
19,273,20210314,0.007633587786259542,415.59
19,279,20201213,0.007633587786259542,475.83
19,311,20220223,0.007633587786259542,34.58
19,336,20220330,0.007633587786259542,198.08
19,418,20240926,0.007633587786259542,505.99
19,419,20230720,0.007633587786259542,335.88
19,451,20201212,0.007633587786259542,84.32
19,500,20200418,0.007633587786259542,140.86
19,561,20221211,0.007633587786259542,965.3
19,594,20210522,0.007633587786259542,430.2
19,594,20240525,0.007633587786259542,1001.96
19,595,20230624,0.007633587786259542,606.98
20,6,20230316,0.008264462809917356,726.92
20,27,20210810,0.008264462809917356,1161.58
20,71,20240211,0.008264462809917356,843.31
20,92,20210406,0.008264462809917356,146.6
20,121,20220412,0.008264462809917356,6.93
